GeneID	Chr	GeneName	Start	Stop	CodingLength	NTG.7_GeneCount	NTG.7_RPKM	NTG.8_GeneCount	NTG.8_RPKM	NTG.9_GeneCount	NTG.9_RPKM	NTG.10_GeneCount	NTG.10_RPKM	AD.16_GeneCount	AD.16_RPKM	AD.17_GeneCount	AD.17_RPKM	AD.18_GeneCount	AD.18_RPKM	AD.19_GeneCount	AD.19_RPKM	AD.20_GeneCount	AD.20_RPKM	AD.CP2.21_GeneCount	AD.CP2.21_RPKM	AD.CP2.22_GeneCount	AD.CP2.22_RPKM	AD.CP2.23_GeneCount	AD.CP2.23_RPKM	AD.CP2.24_GeneCount	AD.CP2.24_RPKM	AD.CP2.25_GeneCount	AD.CP2.25_RPKM
ENSMUSG00000077554	chr9	Gm23707	88917832	88917956	125	2	0.145910491	0	0	0	0	0	0	0	0	3	0.232302	0	0	0	0	0	0	0	0	0	0	2	0.164591265	0	0	0	0
ENSMUSG00000102037	chr9	Bcl2a1a	88956900	88962419	819	24	0.26904471	8	0.112217459	15	0.18154532	17	0.184020501	29	0.336692619	48	0.571122966	84	0.808966866	81	1.021579069	55	0.597760661	60	0.699811344	58	0.675914272	22	0.278199382	24	0.230708241	35	0.436772226
ENSMUSG00000103581	chr9	RP24-529L21.6	88980921	88984176	3256	33	0.093137215	18	0.063568072	32	0.097507915	42	0.114462354	25	0.073075484	19	0.056916486	22	0.053342114	32	0.101609202	17	0.046516781	26	0.076348265	26	0.076283931	13	0.041387856	28	0.067765086	26	0.081687652
ENSMUSG00000103336	chr9	RP24-529L21.7	88985191	88986178	988	10	0.092946015	7	0.081411554	5	0.050174305	8	0.071800065	13	0.125140104	7	0.069056409	12	0.095818696	10	0.104569379	12	0.108134294	7	0.067693244	9	0.086960833	4	0.04193832	11	0.087672242	9	0.093120873
ENSMUSG00000102156	chr9	RP23-136C5.6	89074393	89074785	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096473	chr9	Gm24463	89075336	89075407	72	0	0	0	0	1	0.135951747	0	0	0	0	0	0	0	0	1	0.141670021	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100602	chr9	Gm19498	89076012	89076342	331	1	0.027687834	0	0	3	0.089679014	0	0	8	0.229404194	7	0.205713217	0	0	4	0.124601344	3	0.080530735	6	0.17284497	10	0.28783221	0	0	2	0.04748513	5	0.154110682
ENSMUSG00000079162	chr9	Trim43b	89084624	89092835	2262	26	0.105612631	16	0.081324186	33	0.144722827	40	0.156894087	34	0.143035492	28	0.120719024	46	0.160523484	31	0.141670021	55	0.21659909	30	0.126788622	27	0.114013607	25	0.11455203	31	0.107979884	25	0.11304628
ENSMUSG00000074146	chr9	4930579C12Rik	89113111	89177887	3676	2	0.004999924	0	0	3	0.008097208	4	0.009656005	3	0.007767425	5	0.01326718	8	0.017181523	12	0.033751139	14	0.033932269	4	0.01040423	4	0.010395463	0	0	1	0.00214374	1	0.002782962
ENSMUSG00000077465	chr9	Gm26423	89158999	89159126	128	0	0	0	0	0	0	0	0	0	0	0	0	2	0.122435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089929	chr9	Bcl2a1b	89199209	89207827	817	103	1.157473318	34	0.478090274	73	0.885680755	39	0.423196866	211	2.455718614	214	2.552482125	306	2.954155983	381	4.816953917	231	2.516733148	312	3.647916344	339	3.960261557	186	2.357800056	248	2.389813967	146	1.826418825
ENSMUSG00000100838	chr9	Gm29094	89199379	89215471	664	291	4.022521845	121	2.092897795	159	2.372920185	144	1.922082332	280	4.008536445	278	4.078734067	396	4.702608675	425	6.60949235	279	3.73904809	312	4.487211382	425	6.107236809	225	3.508392758	359	4.255381694	184	2.831372439
ENSMUSG00000066442	chr9	Mthfs	89210676	89377713	7498	393	0.481743945	224	0.343580858	258	0.341447553	260	0.307752177	272	0.345314648	233	0.30314807	303	0.319083667	335	0.462000316	300	0.356530259	218	0.27803324	334	0.42561859	207	0.286229456	378	0.397332568	205	0.279737913
ENSMUSG00000103247	chr9	RP23-121I20.2	89259525	89263395	3871	43	0.102084587	29	0.086148346	39	0.099962454	28	0.064187997	35	0.086056196	15	0.037797071	26	0.053027762	69	0.184295428	32	0.073653455	41	0.10127263	35	0.086379398	26	0.069628226	42	0.085502667	30	0.079284215
ENSMUSG00000039313	chr9	AF529169	89587216	89623125	7268	925	1.169752902	536	0.848153418	770	1.051292843	813	0.992766277	403	0.52781269	793	1.064389933	1810	1.966387958	1098	1.56217071	865	1.060522609	1149	1.511781198	1107	1.455292957	912	1.300970661	1246	1.351167191	1122	1.579497747
ENSMUSG00000032353	chr9	Tmed3	89699205	89705068	2848	1864	6.014236837	1536	6.201304573	1679	5.848788252	1965	6.122111644	1697	5.670728352	2272	7.780690091	2852	7.905373106	2058	7.470570021	2273	7.110259962	2234	7.499534364	2181	7.315444028	1859	6.766035524	2275	6.294404801	1774	6.371797847
ENSMUSG00000103093	chr9	RP24-340L11.2	89725253	89726238	986	130	1.210746625	150	1.748068319	216	2.171922129	196	1.762666126	229	2.208857912	216	2.135201364	285	2.280305356	167	1.749847245	210	1.896184687	202	1.957391945	198	1.917015009	185	1.943577706	245	1.956656768	192	1.99060412
ENSMUSG00000047606	chr9	Ankrd34c	89728249	89738475	2483	435	1.609773349	554	2.565325444	553	2.209434807	611	2.183336919	585	2.242093528	542	2.128873886	559	1.777155854	456	1.898515166	651	2.335650679	585	2.252412115	639	2.45825393	626	2.613184508	822	2.608470586	696	2.867203187
ENSMUSG00000100523	chr9	Gm29608	89759003	89759465	463	0	0	1	0.024789417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.041189782	1	0.022347521	4	0.067952858	0	0
ENSMUSG00000065596	chr9	Mir184	89802260	89802328	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098727	chr9	1700017I07Rik	89802870	89806055	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098627	chr9	4930524O08Rik	89826519	89864028	3550	0	0	0	0	0	0	2	0.004999315	0	0	0	0	0	0	2	0.005824788	2	0.00501947	0	0	0	0	2	0.005840186	0	0	2	0.005763418
ENSMUSG00000032356	chr9	Rasgrf1	89909908	90026977	11063	36309	30.16679614	27675	28.77131805	33746	30.270374	42233	33.88214565	30892	26.58173411	34793	30.68187877	44852	32.01363185	30234	28.26078761	35820	28.85306189	34843	30.11944422	32541	28.10581629	33943	31.811591	44117	31.43109585	36449	33.71120474
ENSMUSG00000088976	chr9	Gm23759	90031307	90031574	268	2	0.068344691	0	0	2	0.073787937	0	0	0	0	0	0	0	0	0	0	0	0	1	0.035554232	0	0	0	0	2	0.058606183	0	0
ENSMUSG00000100060	chr9	Gm17944	90033243	90033885	643	0	0	6	0.107164188	0	0	2	0.027566096	0	0	2	0.030300261	0	0	0	0	3	0.041515845	1	0.014851069	0	0	0	0	2	0.024479912	4	0.063558691
ENSMUSG00000032359	chr9	Ctsh	90054152	90076089	4499	868	1.773104283	597	1.525970412	585	1.290182076	668	1.317634897	1061	2.244669061	2220	4.813297445	3197	5.610420626	1963	4.511371643	2204	4.364932875	2348	4.990328773	1845	3.917972038	1257	2.896477085	1515	2.653785622	1429	3.249529901
ENSMUSG00000062270	chr9	Morf4l1	90091665	90114774	9754	32961	31.05990858	24668	29.08646625	27870	28.35419662	32135	29.24032331	28707	28.01624883	32282	32.28757285	41352	33.47607602	27311	28.95417187	30386	27.7603382	28968	28.40107757	30066	29.45275026	28256	30.03521474	36277	29.31364399	26825	28.13929934
ENSMUSG00000096976	chr9	Gm26882	90094178	90095902	1537	8092	48.3644893	5953	44.52089051	6726	43.40184376	7712	44.50838388	6966	43.11978484	7883	50.00776336	10200	52.37320316	6628	44.5683939	7445	43.14066741	7007	43.57319061	7011	43.5613276	6897	46.49981485	8673	44.45071271	6312	41.99634331
ENSMUSG00000096647	chr9	Gm6223	90118937	90119807	871	75	0.790627372	68	0.896967533	52	0.59182664	75	0.763441771	60	0.655064729	71	0.794408904	81	0.733556946	63	0.74717939	70	0.715418305	55	0.603239518	59	0.646566207	70	0.832393899	106	0.958197643	58	0.680631949
ENSMUSG00000104263	chr9	RP24-89F9.4	90156460	90159804	3345	18	0.049450836	12	0.041251487	16	0.047457155	10	0.026528042	14	0.039833783	6	0.017495548	15	0.03540223	8	0.024726627	15	0.039952487	17	0.0485922	7	0.019991693	10	0.030989987	22	0.051827763	14	0.042815688
ENSMUSG00000032363	chr9	Adamts7	90163069	90208071	6282	92	0.13460086	77	0.140963918	103	0.162696353	125	0.176593247	174	0.263652345	141	0.21895471	128	0.160882279	107	0.176123593	141	0.200000253	125	0.190277104	149	0.226619191	113	0.18649136	185	0.232097459	105	0.171010612
ENSMUSG00000037410	chr9	Tbc1d2b	90202027	90270804	8799	2080	2.172739853	1552	2.028585609	1798	2.027751199	2081	2.099039193	2608	2.821463039	2282	2.530085558	2958	2.65448819	2159	2.537293984	2388	2.418411188	2256	2.451884471	2306	2.504114057	1918	2.260025107	2943	2.636169359	2158	2.50939825
ENSMUSG00000081520	chr9	Gm16200	90221295	90221625	331	0	0	1	0.03464545	3	0.089679014	3	0.080207376	6	0.172053146	2	0.058775205	2	0.047572636	2	0.062300672	16	0.429497254	8	0.230459961	2	0.057566442	4	0.124930719	5	0.118712825	3	0.092466409
ENSMUSG00000084652	chr9	Gm22717	90315910	90316080	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065881	chr9	Gm22866	90351995	90352171	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099366	chr9	Gm2497	90732924	90733524	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.017224667	0	0	0	0
ENSMUSG00000101938	chr9	Gm29605	90734145	90734436	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100663	chr9	Gm29604	90747380	90747542	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099512	chr9	Gm28703	90825302	90828860	1159	17	0.134715634	10	0.099157668	15	0.128333761	21	0.16069133	34	0.279042516	35	0.294382707	19	0.129348356	5	0.044577205	16	0.122925076	18	0.148408268	20	0.164759127	11	0.098329092	18	0.122315145	10	0.08821508
ENSMUSG00000103547	chr9	RP23-19M11.2	90863159	90863307	149	50	3.064120306	27	2.070412117	42	2.778853701	49	2.899585776	26	1.650180837	47	3.057094323	53	2.790293649	42	2.895735237	54	3.208344491	41	2.614184153	53	3.376463707	31	2.142978273	44	2.312209255	56	3.820301074
ENSMUSG00000102076	chr9	Gm20561	90907906	90908197	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099406	chr9	Gm29408	90938980	90939195	216	39	1.652083298	31	1.64318422	57	2.606890405	22	0.899899658	23	1.009061306	26	1.169003614	13	0.47309561	16	0.762537258	25	1.026735948	35	1.542594897	14	0.616518023	20	0.955691217	23	0.835475694	39	1.839101488
ENSMUSG00000056904	chr9	Gm5620	91097149	91098496	1348	29	0.19761191	22	0.187583669	22	0.161852117	38	0.250036141	12	0.08468739	20	0.144650615	37	0.216598315	19	0.145660726	26	0.171767064	26	0.184333801	41	0.290435288	31	0.238285205	53	0.309691751	27	0.204810698
ENSMUSG00000103938	chr9	RP24-135P4.2	91128484	91130518	2035	4	0.018059648	2	0.011298909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.010052013
ENSMUSG00000100568	chr9	Gm29602	91216015	91216456	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.04023507	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102814	chr9	RP23-186M2.1	91270930	91273404	2475	2	0.00742517	0	0	0	0	2	0.007169857	4	0.015380087	0	0	4	0.012757767	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104286	chr9	RP23-340C13.5	91325416	91327848	2433	20	0.075532957	6	0.028354042	3	0.012232306	4	0.014587154	10	0.039113698	4	0.016033992	4	0.012977909	2	0.008497873	4	0.014645962	0	0	12	0.047112717	1	0.004260168	2	0.006477019	2	0.00840834
ENSMUSG00000102568	chr9	RP23-340C13.4	91335244	91337067	1824	32	0.161181123	10	0.063026244	0	0	8	0.038909734	7	0.03651612	9	0.048115154	4	0.017308619	6	0.034000805	2	0.00976665	4	0.020962386	8	0.041889444	4	0.022727123	2	0.008638391	6	0.033642573
ENSMUSG00000101608	chr9	Gm28652	91337601	91340878	599	3	0.045961805	0	0	0	0	2	0.02958761	0	0	0	0	2	0.026323525	0	0	0	0	1	0.015940147	3	0.047780147	1	0.017282083	4	0.05255021	0	0
ENSMUSG00000102406	chr9	RP23-340C13.8	91350214	91350953	740	6	0.074432072	1	0.015522658	8	0.107146856	2	0.023957579	6	0.077087239	4	0.05266766	5	0.053286488	6	0.083740175	8	0.096216659	3	0.038721006	2	0.025792252	0	0	0	0	11	0.15190613
ENSMUSG00000032368	chr9	Zic1	91358058	91365810	5693	9081	14.66031428	2699	5.452174124	1854	3.23146844	4741	7.390666957	4715	7.883402209	3549	6.081220855	3727	5.169008305	1926	3.498159758	2728	4.269778993	2416	4.058102825	3248	5.450998132	3624	6.599606769	3402	4.709584183	3222	5.790404401
ENSMUSG00000036972	chr9	Zic4	91362413	91389348	10335	1104	0.981846599	490	0.545290429	298	0.286135284	835	0.71707588	875	0.805944253	665	0.627727832	639	0.488217854	437	0.437249937	515	0.444051377	455	0.421019757	591	0.546402221	463	0.464489417	536	0.408769051	600	0.594017955
ENSMUSG00000102803	chr9	RP23-340C13.9	91380519	91381402	884	65	0.675145152	18	0.233944872	15	0.168211483	36	0.361069139	52	0.559383334	54	0.595323092	43	0.383698839	28	0.327201722	26	0.261823468	21	0.22694447	25	0.269944332	20	0.234333327	28	0.249390829	24	0.27750371
ENSMUSG00000100341	chr9	Gm29478	91404474	91562818	688	4	0.053366391	2	0.033388359	0	0	0	0	0	0	1	0.014160644	0	0	2	0.030020063	4	0.051739147	0	0	0	0	0	0	1	0.011440539	4	0.059407543
ENSMUSG00000104216	chr9	RP23-36P5.1	91757322	91758146	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.021578857	0	0	4	0.046276171	0	0	0	0	0	0
ENSMUSG00000087871	chr9	Gm26101	91839770	91839874	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095654	chr9	Plscr5	92192936	92209772	1191	35	0.269909926	7	0.067547002	13	0.108236751	19	0.141484377	10	0.079868071	2	0.016370275	16	0.106000772	25	0.216902508	14	0.10467194	22	0.176518409	12	0.096201638	17	0.147883595	6	0.039677172	13	0.111600957
ENSMUSG00000032369	chr9	Plscr1	92249750	92272278	2462	267	0.996492231	151	0.705174876	170	0.685002508	186	0.670316133	193	0.746006047	278	1.101241638	476	1.52618732	298	1.251274724	266	0.962488874	268	1.040672221	315	1.222147482	242	1.018821936	315	1.008119139	229	0.95141916
ENSMUSG00000098766	chr9	Mir6386	92267258	92267361	104	2	0.175092589	1	0.109545615	0	0	2	0.169072057	0	0	1	0.0929208	0	0	1	0.098494396	0	0	6	0.546519335	4	0.364039214	2	0.197509518	4	0.300286916	8	0.77965328
ENSMUSG00000032372	chr9	Plscr2	92275602	92297752	3180	270	0.780238116	204	0.737650759	160	0.499187803	203	0.566452514	229	0.685363961	494	1.515184502	780	1.93640517	562	1.827146902	522	1.46246448	546	1.641619694	530	1.592170877	302	0.984443072	430	1.065541832	329	1.058359108
ENSMUSG00000101370	chr9	Gm29139	92301963	92305144	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074139	chr9	1700057G04Rik	92309377	92357876	1974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082623	chr9	Gm15493	92334552	92335079	528	1	0.017376864	2	0.043486917	5	0.093804135	2	0.033558726	0	0	3	0.055330911	9	0.134354475	3	0.058649782	3	0.050541029	0	0	6	0.108385966	1	0.019601606	3	0.044702447	0	0
ENSMUSG00000032377	chr9	Plscr4	92457373	92492456	3590	435	1.113527429	247	0.791162772	328	0.906496414	292	0.7217696	186	0.49311361	490	1.331321405	714	1.570175175	336	0.96766424	479	1.188772093	478	1.273081102	341	0.907436929	289	0.83450659	467	1.025102265	575	1.638525717
ENSMUSG00000077400	chr9	Gm25417	92527578	92527708	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.202547001	0	0	0	0	2	0.157109844	0	0	0	0
ENSMUSG00000103622	chr9	RP23-298I7.2	92538801	92542869	4069	107	0.241666491	122	0.344786075	125	0.30480582	127	0.276974924	129	0.301748244	113	0.270885821	189	0.366718395	128	0.325249307	150	0.328454596	89	0.209140999	112	0.262966901	115	0.292988628	128	0.247902712	122	0.306737055
ENSMUSG00000099610	chr9	B430319G15Rik	92539936	92540083	148	4	0.24677479	7	0.540376019	1	0.066607232	8	0.476578952	18	1.150100222	5	0.327405504	3	0.159001158	9	0.624679222	7	0.41868776	5	0.320942563	2	0.128268851	8	0.556738239	9	0.476126067	3	0.206032536
ENSMUSG00000032374	chr9	Plod2	92542223	92608428	5392	652	1.111333083	435	0.927775996	505	0.929327117	601	0.989179692	384	0.677875994	560	1.013117568	847	1.240275858	593	1.137169211	640	1.057616084	635	1.126125739	667	1.181878654	467	0.897912037	661	0.966132645	571	1.083444104
ENSMUSG00000101357	chr9	Gm2495	92612512	92612977	466	0	0	1	0.02463017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.040959693	0	0	0	0	1	0.016879083	0	0
ENSMUSG00000101822	chr9	Gm29396	92691943	92692756	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101734	chr9	4933400C23Rik	92717456	92795711	2039	0	0	0	0	2	0.00972988	0	0	2	0.009333602	0	0	2	0.007742213	2	0.010139129	4	0.017474643	0	0	2	0.009368656	0	0	3	0.011591958	0	0
ENSMUSG00000099823	chr9	Gm28054	92895832	92915791	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101309	chr9	Gm29397	92976226	92976558	333	8	0.220176309	9	0.309941934	5	0.148570023	6	0.159454185	10	0.285038145	9	0.262904659	18	0.425589925	14	0.433493299	22	0.587022445	22	0.629969892	17	0.486384728	9	0.27941092	7	0.165202757	9	0.275738155
ENSMUSG00000100294	chr9	1700034K08Rik	92979914	93005739	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.01253565	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098171	chr9	Gm9621	93391368	93392370	1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064889	chr9	Gm24200	94284496	94284652	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101949	chr9	Gm5370	94407553	94408126	574	0	0	0	0	0	0	0	0	1	0.016556998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099359	chr9	Gm28934	94416558	94416903	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045414	chr9	1190002N15Rik	94517864	94538081	3950	4002	9.311017056	2524	7.347957173	2576	6.470628715	3111	6.989146135	3815	9.192570369	3388	8.366399753	4294	8.582628421	3181	8.326403612	3889	8.77221781	3047	7.375797834	3495	8.453131515	2881	7.561075274	4316	8.610733023	2894	7.495356945
ENSMUSG00000089551	chr9	Gm24178	94644019	94644114	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101595	chr9	Gm29395	94667208	94668818	1049	3	0.026263888	2	0.021909123	2	0.018903767	10	0.084536029	14	0.126936987	3	0.02787624	10	0.075210071	4	0.039397758	4	0.033950735	0	0	6	0.054605882	2	0.019750952	4	0.030028692	8	0.077965328
ENSMUSG00000031129	chr9	Slc9a9	94669909	95230445	5679	1189	1.924245974	898	1.818495775	999	1.745519899	1141	1.783070227	1201	2.01300161	1534	2.634991773	1722	2.394143135	811	1.476635612	1492	2.340986884	1521	2.561087747	822	1.382932418	1119	2.042815215	1654	2.295370983	742	1.336769082
ENSMUSG00000089709	chr9	Gm16262	94695704	94702319	1751	6	0.031480688	5	0.032826169	3	0.016993968	0	0	4	0.021735786	8	0.044551069	4	0.018029812	3	0.017708753	4	0.020347187	11	0.0600485	2	0.010908709	4	0.023674086	2	0.008998324	7	0.040885071
ENSMUSG00000098251	chr9	Mir7656	94751829	94751890	62	0	0	0	0	0	0	1	0.140893381	0	0	0	0	0	0	0	0	0	0	0	0	1	0.151683006	0	0	0	0	0	0
ENSMUSG00000033350	chr9	Chst2	95399292	95406722	7328	9409	11.80119032	8309	13.04032252	10246	13.87449809	10949	13.26052974	11411	14.82273806	10482	13.95409494	12664	13.64556367	10882	15.3555303	12923	15.7143751	12256	15.99365084	11689	15.24088241	9365	13.24983265	12885	13.85815514	12438	17.36627418
ENSMUSG00000103755	chr9	RP24-324I23.4	95407461	95408554	1094	71	0.596034361	59	0.619758066	72	0.652568384	61	0.494477865	71	0.617296309	60	0.534612822	106	0.764464013	76	0.717794775	82	0.667387743	65	0.567731273	91	0.794154038	63	0.59658697	90	0.647879306	80	0.747612735
ENSMUSG00000101281	chr9	Gm8449	95410669	95411656	988	2	0.018589203	2	0.023260444	2	0.020069722	10	0.089750081	6	0.057756971	2	0.019730402	3	0.023954674	3	0.031370814	2	0.018022382	2	0.019340927	0	0	1	0.01048458	8	0.06376163	1	0.010346764
ENSMUSG00000101459	chr9	Gm19193	95425630	95426359	590	0	0	0	0	2	0.033585372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.051943905
ENSMUSG00000032407	chr9	U2surp	95456898	95511996	14642	7783	4.885893943	5825	4.575622246	6575	4.456288984	7515	4.555437183	7288	4.738356711	7795	5.193836772	8755	4.721623874	6349	4.484108208	7386	4.495290204	7217	4.713789914	6841	4.464440132	6407	4.537033591	8807	4.740931187	7098	4.960286428
ENSMUSG00000101037	chr9	Gm28424	95512151	95513469	1319	95	0.66157143	80	0.697108457	85	0.639076203	69	0.46398752	83	0.598623293	77	0.569139901	91	0.544418358	69	0.540599922	73	0.492864368	79	0.572396198	64	0.463322636	76	0.597017407	94	0.561331792	106	0.821736838
ENSMUSG00000064225	chr9	Paqr9	95559657	95568023	8367	5218	5.732043411	4439	6.101656698	5376	6.375954955	6571	6.970130918	5727	6.515608213	5690	6.634265298	6346	5.988853594	5043	6.232583651	5251	5.59240789	5743	6.56388139	5527	6.311684306	4580	5.675330266	7300	6.876491434	5959	7.287063206
ENSMUSG00000086585	chr9	Gm16126	95618911	95648471	589	8	0.124642182	19	0.370412714	15	0.252317225	10	0.150445474	10	0.161360577	6	0.099220515	6	0.080309059	9	0.157757973	10	0.151052001	14	0.22694447	18	0.291539879	15	0.263624993	16	0.213763568	14	0.242815746
ENSMUSG00000101936	chr9	Gm28164	95621978	95622419	442	6	0.124501502	8	0.20771629	5	0.112014419	6	0.120220537	15	0.322356909	4	0.08809647	6	0.106957889	19	0.443558284	11	0.221292886	11	0.237483007	6	0.129427034	1	0.023406884	4	0.0711741	6	0.13859525
ENSMUSG00000065346	chr9	Gm25582	95624502	95624611	110	3	0.248442187	0	0	2	0.178819415	2	0.159933027	3	0.257304704	0	0	0	0	6	0.559022247	2	0.160577802	1	0.086162958	0	0	7	0.653916648	0	0	6	0.553132395
ENSMUSG00000086248	chr9	Gm16127	95636972	95638265	234	8	0.312931436	1	0.048945913	6	0.253390915	4	0.151085668	5	0.202559023	2	0.083035609	12	0.403254	0	0	11	0.417160631	9	0.366284235	2	0.08132791	8	0.352995735	15	0.503140312	8	0.348355721
ENSMUSG00000015354	chr9	Pcolce2	95637601	95698096	4625	721	1.43270476	457	1.136304868	521	1.117737307	733	1.406466803	452	0.930212683	698	1.4721499	806	1.375924847	616	1.377133057	615	1.184808007	639	1.321109482	670	1.384033651	532	1.192486132	853	1.453480202	770	1.7032795
ENSMUSG00000100825	chr9	Itpa-ps2	95675429	95676017	589	7	0.109061909	2	0.038990812	2	0.033642297	3	0.045133642	9	0.14522452	15	0.248051288	10	0.133848432	9	0.157757973	4	0.0604208	2	0.032420639	6	0.09717996	3	0.052724999	4	0.053440892	9	0.156095837
ENSMUSG00000032839	chr9	Trpc1	95705082	95750375	8030	3934	4.502894763	3287	4.707760641	3598	4.446304329	4518	4.993530886	4645	5.506371933	3908	4.747742636	4564	4.487880764	3317	4.271463161	3976	4.412200533	3717	4.426561629	3530	4.200321709	3613	4.664935773	5053	4.959585597	3985	5.077612125
ENSMUSG00000049493	chr9	Pls1	95752642	95845311	3890	2516	5.943968149	1464	4.327769695	1555	3.966220129	2125	4.847623067	1721	4.210843395	1940	4.864550752	3201	6.496654085	1973	5.24404819	1786	4.090710229	2194	5.392857843	2173	5.33673909	1718	4.578352865	2324	4.708045059	1574	4.139466
ENSMUSG00000096655	chr9	1700065D16Rik	95855418	95858322	2905	20	0.0632647	14	0.055413645	38	0.129776375	33	0.100797432	25	0.081901876	36	0.120867386	36	0.097830031	30	0.1067644	28	0.085869892	46	0.151393002	44	0.144688676	36	0.12845595	46	0.124775104	45	0.158459298
ENSMUSG00000032409	chr9	Atr	95857597	95951644	23492	1999	0.782170411	1461	0.71531286	1671	0.705903968	1935	0.731094691	2056	0.833170879	1767	0.733838192	2165	0.727754203	2018	0.888348765	1851	0.70217673	2166	0.881786719	2207	0.897720887	1728	0.762697974	2451	0.822376233	2028	0.883344877
ENSMUSG00000089085	chr9	Gm24004	95934613	95934790	178	4	0.205415886	2	0.128517202	6	0.33266405	12	0.595058078	1	0.053185889	3	0.163519844	0	0	2	0.115552085	1	0.04978809	5	0.267153306	0	0	2	0.115857539	9	0.396328402	2	0.114334629
ENSMUSG00000097777	chr9	Gm16794	95942045	95959393	4100	410	0.919011942	305	0.855449478	366	0.885725132	358	0.774862061	359	0.833401216	367	0.873129244	556	1.070656905	401	1.011242754	368	0.799717395	436	1.01681115	440	1.025275035	343	0.867264728	495	0.951439434	370	0.923236099
ENSMUSG00000032410	chr9	Xrn1	95954760	96057803	18585	4540	2.245416903	3654	2.26134542	4079	2.178088009	4943	2.360672916	5208	2.667684671	4576	2.402162166	5573	2.367927549	4287	2.385439301	4883	2.341419788	4749	2.443767117	4790	2.462788154	3969	2.214330792	5731	2.43058153	4675	2.573928656
ENSMUSG00000101867	chr9	C78334	96017934	96024740	667	209	2.876053041	157	2.703382421	140	2.079980315	197	2.617706211	185	2.636602845	212	3.09643265	185	2.187059337	193	2.988007382	228	3.041843579	197	2.820547017	174	2.489145372	182	2.825154861	239	2.820247067	166	2.54291854
