Gene,transcript_length,NTG-7,NTG-8,NTG-9,NTG-10,AD-16,AD-17,AD-18,AD-19,AD-20,AD-CP2-21,AD-CP2-22,AD-CP2-23,AD-CP2-24,AD-CP2-25
Gm20444,729,857,814,728,1040,712,947,1015,777,800,878,900,696,959,706
Gm26737,2138,471,323,350,481,410,418,577,375,437,447,385,490,537,404
Gm10687,1651,158,112,123,107,114,156,259,197,120,190,234,106,137,127
Mcam,3350,2318,1380,1671,2199,1824,2066,3664,2213,1766,2436,2659,1800,2568,1897
Cbl,5083,3337,2727,3587,4073,4134,3897,3828,3419,4308,3842,3533,3138,5086,3991
Ccdc153,1086,102,359,86,304,201,561,299,185,167,170,191,118,160,237
Pdzd3,2181,57,43,45,67,54,69,73,36,42,47,65,56,84,25
Nlrx1,3980,667,475,603,829,659,726,979,770,820,737,797,599,752,669
Abcg4,5211,5574,4273,5498,7074,5098,5790,6903,5543,6000,6071,5940,5431,7643,5520
Hinfp,2100,928,685,946,958,1017,1003,1152,869,1015,1069,1033,781,1105,975
C2cd2l,4334,10282,9299,11813,14490,17665,13261,13751,10792,14154,12291,12100,11402,15688,11393
Dpagt1,1905,1044,668,877,1069,991,1137,1477,1137,1178,1120,1134,932,1236,955
H2afx,1384,1821,1349,1810,2062,1922,1871,2230,1613,1781,1689,1896,1679,2111,1569
Hmbs,1755,1093,659,888,1045,1138,1105,1227,803,941,1038,928,863,1209,836
Vps11,3179,6416,4955,5954,7355,6956,7608,8649,6004,7232,6652,6151,5986,7823,6236
Gm22141,277,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Gm10080,613,216,170,183,194,207,201,261,215,214,185,214,153,212,183
Hyou1,7230,8994,6814,8015,10847,9407,8691,10348,7736,9597,8941,8892,8328,11640,8666
Gm26306,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc37a4,2083,1451,1172,1414,1735,1541,1606,1810,1372,1656,1422,1418,1275,1778,1306
Mir7085,66,2,1,2,1,1,1,3,5,4,8,3,2,1,0
Trappc4,1166,3230,2744,2927,3575,3300,3435,4264,2913,3149,3147,3296,2820,3511,2661
Rps25,683,13320,9141,9966,10294,11129,11809,15232,11340,10613,10444,11546,9953,11071,7786
Ccdc84,1158,715,498,661,711,789,687,866,692,623,659,818,639,868,601
Foxr1,1666,3,0,2,0,2,1,0,2,0,5,0,0,4,0
Upk2,873,0,0,0,6,0,7,4,0,1,0,2,0,4,0
Gm9830,360,388,274,324,361,311,363,423,276,329,315,344,337,390,264
Gm22540,117,16,14,20,14,15,9,15,21,10,22,28,20,20,16
C030014I23Rik,2446,1137,840,1026,1203,1126,1076,1549,1075,1257,1137,1118,1047,1328,1060
Bcl9l,5304,3101,2481,3293,3491,3939,3142,3952,2853,3417,3665,3498,2742,3852,3234
Cxcr5,2824,17,28,9,28,14,14,32,29,21,24,19,24,11,14
Ddx6,6065,17331,14334,16004,19168,19496,18150,22395,15761,19254,17719,17854,16117,22412,17575
Treh,2048,23,5,13,10,8,8,11,6,6,14,11,10,19,8
Phldb1,7179,13950,8474,11407,13915,11098,11650,17945,13642,11414,14340,15158,11626,16545,12415
Gm24166,135,12,13,11,12,5,10,31,21,13,16,13,15,17,5
Arcn1,6084,10957,8183,9362,11309,9743,11174,13621,9113,10863,9833,10378,9390,12973,9109
Ift46,5658,3212,2139,2787,3078,2699,3436,4187,2775,3112,3054,3060,2501,3288,2878
Tmem25,2902,4567,3457,4177,5510,3598,4028,5039,3931,4124,4343,4525,4044,5501,4173
Ttc36,764,25,10,12,15,13,11,8,7,4,9,16,14,19,18
Kmt2a,16670,18714,14694,17821,18748,20819,17726,21097,16518,19783,19253,17629,16462,25244,21625
Gm26249,118,5,7,0,13,11,3,3,7,1,4,6,3,1,5
Atp5l,511,2710,1930,1966,1971,1947,2055,2757,1858,1857,1860,2094,1837,2143,1499
Ube4a,8635,7786,5465,6747,8378,7291,8100,9883,6841,8102,8242,7976,6688,10091,7548
Cd3g,1070,8,4,2,6,21,16,23,30,23,18,4,6,29,12
Cd3d,1323,2,2,4,8,16,11,22,3,26,18,4,6,12,6
Cd3e,1436,12,3,3,0,18,22,34,14,11,13,8,17,15,12
Mpzl2,3107,323,181,151,155,190,224,420,253,250,219,308,124,347,224
Mpzl3,6987,409,273,298,351,413,334,319,261,355,336,312,316,425,262
Amica1,2457,75,18,31,49,59,79,60,57,87,22,69,62,66,53
Gm10684,2203,85,18,34,31,29,21,77,50,38,31,63,37,60,50
Scn2b,4562,22352,18236,21162,27100,26686,21583,25745,18912,23385,22350,22354,21332,29364,21368
Scn4b,4940,11983,6697,7074,8975,38150,6703,13621,7675,5839,8650,9059,9242,10736,8016
Tmprss4,2589,21,4,18,7,57,35,61,22,20,32,25,29,32,30
Gm17099,412,2,0,1,2,5,10,8,4,4,6,6,3,8,2
BC049352,2404,78,57,53,76,88,46,87,91,75,63,68,64,50,53
Il10ra,3498,598,408,480,555,1023,882,1153,1058,1106,999,1041,702,846,761
Gm20612,236,7,3,3,4,13,7,6,16,11,13,9,9,8,2
Mir7086,65,5,2,4,1,0,4,1,6,3,3,0,1,4,9
1700003G13Rik,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmprss13,3245,0,0,2,2,0,4,2,0,2,4,0,4,0,2
Fxyd6,1791,10740,7790,8764,11787,6799,8993,12191,8245,10535,9175,9308,8779,11032,8123
Fxyd2,632,79,70,77,99,197,80,92,69,82,107,109,92,114,60
4833428L15Rik,1259,2,3,4,11,5,3,6,2,4,0,2,2,3,0
Dscaml1,6336,5280,3991,5410,5899,4997,5303,6644,5155,5780,5616,5212,4188,6784,5363
Gm22069,107,0,2,1,0,0,0,2,0,0,3,0,0,0,0
Cep164,5980,1340,1019,1224,1458,1665,1328,1701,1428,1627,1453,1543,1243,1719,1626
Gm7286,1007,0,0,1,0,0,0,2,3,0,0,2,0,0,0
Bace1,6348,12267,9513,11150,13681,12217,12448,16383,11647,13042,13162,12763,11081,16067,12068
Gm16536,1589,1171,973,1165,1325,1266,1172,1842,1169,1313,1430,1302,1128,1508,1201
Rnf214,5922,5922,4607,5656,6923,6259,6080,7894,5585,6533,6094,5968,5587,7655,6147
Gm24646,99,4,6,5,0,3,3,4,3,6,2,5,4,5,3
Pcsk7,3784,1897,1465,1678,1973,2140,1792,2304,1649,2011,1844,1833,1655,2270,2001
Tagln,1586,597,373,573,379,702,876,1586,790,794,909,864,561,1074,792
Sidt2,5135,6123,4531,5490,7024,6474,6291,7137,5982,6511,6588,6796,5766,8138,6460
Mir7087,70,18,4,1,3,7,5,5,4,4,8,5,2,0,4
Pafah1b2,4241,19615,14856,17270,20617,17956,20006,25599,16141,19462,18328,18346,17131,23683,17371
Sik3,7102,13680,10774,12720,15598,15249,13744,18612,12984,14358,14907,14097,12892,17858,14190
Apoa1,1236,25,9,26,30,28,38,42,37,28,15,16,23,31,20
Apoc3,1014,31,15,38,27,31,36,32,23,23,25,24,27,15,7
Apoa4,1815,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Gm10680,702,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Apoa5,2518,0,2,2,0,1,0,0,0,0,0,0,0,2,0
Zpr1,3583,2257,1833,2179,2474,2497,2503,3021,2037,2653,2237,2266,2026,2907,2090
Bud13,3980,696,479,702,782,686,822,1051,680,735,748,787,577,876,623
4931429L15Rik,2125,9,6,21,6,14,7,16,9,12,16,15,16,15,12
4930448E22Rik,1583,14,4,20,14,7,18,14,8,12,16,6,8,8,25
Gm22659,130,0,2,0,3,2,0,0,0,0,0,0,0,0,0
Gm22805,107,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2900052N01Rik,3235,5632,3750,4747,5031,4012,5013,6025,5253,5085,5229,6263,4564,4463,3639
Gm4791,309,1,0,0,0,0,0,1,1,0,0,0,0,0,4
Gm22286,107,0,0,1,0,1,1,0,0,0,0,0,0,1,1
Cadm1,9684,18142,14024,16315,19853,14184,17403,21415,15499,18274,17076,17160,15084,20201,15112
Nxpe2,4102,33,38,31,33,39,25,58,35,59,41,41,38,48,70
Nxpe4,3173,611,634,786,912,849,881,1308,965,942,955,975,625,798,838
Gm5616,387,70,43,46,53,59,52,90,56,54,56,42,59,47,39
Rexo2,1075,3024,2240,2631,2976,2565,2901,3784,2977,3033,2833,2972,2488,3708,2424
Rbm7,1798,2489,1821,1881,2010,2347,2315,2872,2118,2087,2040,2269,1963,2334,1753
Gm5617,620,229,159,130,193,146,174,246,198,218,164,158,214,229,124
Gm23653,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nnmt,1576,50,50,68,65,33,43,70,48,95,43,38,51,54,42
Zbtb16,5100,3072,3467,4127,3432,2424,4953,3530,2770,5005,3319,2490,2963,4957,3771
Htr3a,2082,457,504,649,743,354,722,739,439,534,657,582,387,538,466
Htr3b,2411,0,4,0,2,0,1,3,4,0,6,12,2,0,2
Usp28,4220,1662,1196,1723,1821,2407,1572,1795,1427,1725,1604,1632,1383,2117,1731
Zw10,2895,1482,1122,1363,1704,1416,1574,1918,1304,1549,1521,1487,1301,2044,1478
Tmprss5,3058,317,141,149,167,79,137,352,273,144,243,205,218,248,174
Gm4894,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Drd2,1549,481,382,634,603,4698,543,834,629,486,684,784,793,750,543
Ankk1,2686,18,14,17,21,164,20,16,21,20,9,19,16,35,11
Ttc12,4545,401,276,218,309,343,479,673,533,433,488,498,365,447,325
Ncam1,7995,22362,15693,20315,25520,20529,21076,29428,21359,24604,23683,22497,19690,27756,21195
Gm11149,1250,2510,1775,2279,2927,2263,2449,3164,2466,2873,2685,2529,2251,3254,2252
Gm25633,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8907,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl10-ps3,742,414,299,308,336,417,425,555,415,434,372,417,338,383,271
Plet1os,1245,11,11,6,20,10,45,15,9,6,4,23,3,6,3
Plet1,1947,25,23,14,31,20,67,24,17,19,16,41,5,36,12
Pts,1035,1662,1232,1212,1541,1351,1540,1991,1484,1518,1590,1699,1322,1664,1266
Bco2,2118,168,252,160,270,248,194,296,262,230,193,254,189,228,195
Tex12,617,11,20,21,14,12,20,30,18,17,23,22,16,31,22
Il18,714,915,756,718,969,774,844,1128,722,798,776,934,695,965,678
Sdhd,1287,7465,5403,5827,7065,5848,6545,8304,5929,5789,5950,6419,5302,6707,4579
Timm8b,527,5151,3584,3595,3896,4001,4146,5066,3876,3609,3708,4067,3475,3959,3000
AU019823,5321,2071,1431,1485,1847,1965,2142,2385,1853,2031,1843,2024,1619,2152,1710
Pih1d2,2813,147,133,95,178,226,231,202,184,154,175,189,134,205,205
Dlat,4886,8090,6778,7479,9508,7327,8198,9824,6675,8363,7480,7701,7340,9944,7568
Dixdc1,9971,9517,6335,7772,10475,8876,8606,11121,7580,8164,8906,8903,7187,10443,8393
2310030G06Rik,1242,126,80,111,159,116,166,202,150,138,136,137,127,138,136
Hspb2,840,46,34,22,48,45,83,90,54,53,55,76,52,90,50
Cryab,1185,7385,4758,5690,7807,6436,7829,10255,6772,6222,7676,8053,5409,8238,5679
1110032A03Rik,5293,2033,1920,1741,2357,1874,2012,2590,1848,1842,1759,2015,1732,2128,1564
Fdxacb1,3256,488,367,398,534,454,521,621,438,526,436,439,416,584,417
Alg9,3889,1685,1448,1434,1961,1525,1576,2143,1620,1761,1642,1628,1454,2001,1511
Ppp2r1b,6449,2397,2041,2247,2773,2911,2689,3238,2292,2588,2523,2538,2211,3182,2534
Gm25558,106,0,2,3,0,2,3,0,2,1,0,2,2,0,0
Sik2,9539,3090,2707,2940,3423,3940,3396,3436,2721,3148,3191,3113,2976,4221,3116
Layn,1786,205,183,166,220,250,306,419,268,283,355,287,251,399,261
4833427G06Rik,775,23,50,6,37,11,72,29,14,16,40,29,14,30,20
Mir34c,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir34b,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btg4,1311,0,0,2,2,0,0,0,0,0,0,2,0,2,0
Pou2af1,2566,5,2,4,7,18,6,25,12,8,32,7,8,10,9
Gm684,1263,71,50,65,71,66,76,90,84,73,76,95,71,104,80
2010007H06Rik,4934,125,95,86,107,86,136,125,141,110,124,145,93,120,105
1810046K07Rik,1437,0,0,0,4,6,0,4,7,0,4,2,2,2,0
Gm7293,3450,17,1572,7,1078,1126,1211,1274,873,1193,914,982,2012,1229,841
Arhgap20,12685,5859,5151,5767,6639,9354,7395,7480,5314,7219,6328,5883,5638,8561,6253
Arhgap20os,2647,276,223,234,309,417,384,300,233,332,311,230,283,473,362
Fdx1,861,883,593,692,827,716,747,994,711,637,629,740,599,704,547
Gm6981,1008,57,49,50,83,51,87,154,88,69,80,95,79,86,84
Rdx,4841,9101,6353,7064,9236,7284,8766,11351,7958,8380,9038,9092,7490,10755,7866
Gm27686,91,18,8,14,41,8,9,27,19,15,16,18,23,11,17
Zc3h12c,6133,1729,1309,1576,1745,2208,1729,2011,1603,1625,1751,1797,1481,2153,1753
Mir6244,117,87,57,61,66,104,74,98,63,57,72,100,61,85,75
Gm25562,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI593442,5615,9509,9608,10946,12880,15922,12279,13026,8999,12491,11231,11568,11425,14522,11536
Gm22242,118,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Ddx10,3368,1580,1291,1502,1644,1588,1720,1896,1467,1710,1534,1539,1460,1968,1513
4930510E17Rik,1639,0,2,0,0,0,0,2,0,0,2,0,0,0,0
Exph5,10519,1926,960,881,942,1398,1199,1112,701,1238,747,914,810,1420,1089
Kdelc2,3644,622,435,514,710,695,735,975,746,698,785,787,623,859,673
Mir130c,82,23,25,29,32,63,41,58,28,41,34,41,39,56,31
4930550C14Rik,1237,22,13,25,26,17,36,55,20,27,21,12,19,24,13
Atm,10338,2583,1910,2096,2532,2247,2522,2704,2347,2475,2549,2451,2172,3315,2769
Npat,6248,2691,1854,2471,2756,2832,2864,3832,2523,2873,2787,2804,2589,3486,2818
Acat1,3758,9339,6739,6960,8326,7271,8245,10503,7318,7396,7605,8211,6695,8876,6185
Cul5,8165,5999,4450,5277,6436,6256,5967,7322,5403,6103,5671,5936,5354,7359,5846
Gm22304,129,9,9,4,4,8,2,8,9,1,6,4,2,5,2
Gm16124,516,220,150,209,250,211,242,210,248,251,179,211,204,279,237
Rab39,2971,153,70,141,135,158,166,240,179,173,189,213,194,188,156
Rps6-ps3,750,1,1,5,2,4,3,6,4,3,7,1,5,3,5
Slc35f2,2568,321,238,313,332,236,320,482,232,305,338,362,306,348,259
Sln,515,55,14,20,44,36,13,25,25,6,29,24,4,18,21
Gm16380,459,16,7,11,6,13,13,16,19,12,15,12,9,5,5
Elmod1,2622,15592,11959,14240,16609,21405,14437,18141,11840,14815,14245,13653,13203,18030,13805
Tnfaip8l3,2225,1116,869,1052,1382,833,1191,1236,921,1229,1082,908,992,1457,1018
Cyp19a1,2373,4,7,4,17,6,23,12,4,17,4,12,14,12,2
Gldnos,841,0,0,0,0,0,0,0,0,2,1,2,2,0,0
Gldn,4658,122,97,102,222,295,410,500,499,413,399,379,288,346,199
Dmxl2,13419,24981,20663,24000,29519,25857,26456,29089,21431,27447,25722,24572,24224,35318,26882
Gm25980,218,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Sh2d7,2759,241,140,186,255,130,185,297,234,277,239,245,203,245,208
Cib2,1433,2017,1506,1849,2355,1393,2113,2780,1960,2200,2002,2167,2031,2457,1910
Idh3a,2403,16423,13106,15619,18011,16441,18223,20451,13392,16927,15734,15370,14615,20200,14519
Acsbg1,3604,17438,12240,14503,17114,12221,12280,17497,14556,12107,13670,13912,12260,14812,10793
Dnaja4,3589,4194,3865,4344,5406,4659,4741,4673,3642,4378,4052,4113,3487,5482,4089
Mir5710,69,1,2,0,0,2,1,2,2,1,2,3,1,6,2
Wdr61,4669,4674,3853,4271,5230,4431,4822,5188,3760,4507,4287,4299,3584,5340,3968
Crabp1,802,28,20,14,70,253,95,46,24,37,39,115,100,55,43
Ireb2,5808,6503,5404,5696,7183,6307,6533,7786,5770,6577,6636,6628,5686,8037,6244
Hykk,8936,433,384,337,477,347,460,553,439,394,491,451,326,564,466
AY074887,769,711,643,477,595,600,596,772,530,649,549,628,496,676,478
Psma4,2370,6717,5278,5061,5932,5858,6471,7997,5498,5798,5506,5863,5165,6741,4697
Chrna5,2738,213,185,217,272,182,272,384,182,256,269,265,158,425,333
Chrna3,3123,220,233,234,411,73,147,280,158,174,225,205,197,231,269
Chrnb4,3486,34,102,16,115,23,88,117,46,89,53,39,29,48,156
Ube2q2,4305,5612,4429,4957,6081,5262,5487,7165,4888,5569,5475,5564,5090,7128,5468
Fbxo22,2394,2748,2105,2488,2867,2476,2665,3737,2402,2924,2957,2686,2443,3368,2423
Nrg4,6075,704,556,659,779,694,703,929,615,772,817,680,641,818,656
Gm15625,1093,30,32,19,23,28,36,35,19,32,30,24,22,37,21
AI118078,4714,1187,517,633,876,581,561,902,701,630,699,577,668,738,578
Etfa,1835,3298,2405,2445,3046,2555,2960,3782,2749,2590,2715,2955,2462,3236,2315
Isl2,2193,0,5,14,0,2,6,0,10,2,7,2,0,2,0
Gm17226,791,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Scaper,5158,3777,2738,3216,3867,3785,4257,4842,3286,4113,3549,3560,3561,4704,3575
Gm23407,91,0,2,2,0,2,0,2,1,0,2,4,2,7,1
Rfpl3s,774,5,1,3,7,4,2,4,6,4,2,0,0,9,5
Rcn2,4745,12329,9367,10711,13335,10013,11003,14637,10579,11276,11054,11506,10606,12676,9401
Pstpip1,3830,231,143,150,215,174,293,362,248,233,241,285,218,252,177
Tspan3,1728,28382,21504,24397,30334,23913,27137,34189,24053,26862,26038,27117,24151,31122,22664
Peak1,12351,5451,3787,5474,5792,5087,6546,6743,5280,7255,6521,5607,5621,8309,6250
Gm24270,57,3443,4218,4550,3558,2575,2532,3995,3199,5076,2692,3032,3944,3325,2431
Gm29322,582,8,0,7,0,3,4,3,6,0,4,5,5,4,3
Peak1os,1264,117,74,123,86,107,131,120,94,128,101,98,125,175,119
RP23-456B7.3,1569,0,0,2,0,0,0,8,6,2,0,3,2,4,1
RP23-180C14.1,2036,3,5,16,0,6,8,14,8,9,8,4,6,15,16
Hmg20a,3691,6619,4870,5848,7659,6404,6565,8403,5656,6548,6521,6254,5783,7952,6256
Gm26868,2653,41,36,47,42,56,49,27,29,63,42,53,43,45,65
Lingo1,3925,14524,15728,18633,18975,18253,19867,18290,14065,20744,17445,16655,17471,24595,17928
Odf3l1,1080,3,10,8,10,2,6,9,8,2,7,8,5,5,4
Cspg4,8050,2023,1422,1725,2338,2359,2017,2732,2124,2566,2164,2481,1808,2448,1967
Snx33,4564,1238,862,1082,1223,1072,993,1669,1333,971,1290,1331,893,1430,1194
Imp3,924,2012,1521,1568,1888,1952,2179,2547,1757,1993,1859,1945,1626,2079,1393
Snupn,1391,921,720,808,1010,827,908,1084,820,913,901,872,698,965,706
Ptpn9,4054,3205,2810,3387,3834,3764,3763,4469,2973,3474,3560,3500,3167,4585,3399
Gm10658,1466,269,213,258,260,266,286,333,261,255,269,268,259,333,251
Sin3a,5385,3140,2604,2839,3468,3696,3562,4335,2988,3588,3439,3399,3003,4274,3065
2700012I20Rik,684,6,19,10,27,17,17,13,24,20,24,27,17,12,15
Man2c1os,2157,674,491,574,671,658,630,672,637,708,633,741,577,821,602
Man2c1,7052,4640,2943,4038,4725,4475,4578,5299,4431,4960,4322,5046,4074,5709,4670
Neil1,1871,657,365,605,623,552,614,726,665,555,589,658,508,679,572
Commd4,824,2481,1709,2073,2459,2242,2464,2833,2135,2114,2339,2391,1963,2597,1836
1700041C23Rik,395,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Trcg1,2700,19,16,20,12,6,12,17,12,21,23,15,3,15,4
1700017B05Rik,4934,1130,1062,1213,1448,1186,1593,1842,1458,1789,1662,1583,1351,1787,1536
Gm5121,627,1,0,1,1,1,1,4,1,0,7,3,0,3,2
Ppcdc,2747,1084,769,1023,1126,1092,1106,1426,1148,1138,1199,1280,981,1353,1098
Scamp5,3190,33328,27312,33138,40184,31494,33947,41255,28878,36875,33142,33050,31276,43195,31224
Gm6166,669,331,1585,1088,1956,861,941,2794,1749,1049,1951,1932,224,314,1382
Rpp25,1346,1051,894,1031,1239,1006,1003,1668,1118,1026,1146,1100,943,1218,937
Cox5a,690,9872,7282,8324,10472,8702,9303,12077,7680,8570,8510,8956,8228,10567,7431
Gm26631,2505,4353,3206,3759,4812,4020,4167,5670,3615,3852,4089,4074,3622,4721,3369
Fam219b,3055,1626,1319,1643,1848,1676,1613,2227,1470,1637,1706,1741,1510,2054,1484
Mpi,3142,3796,2612,3534,3852,3799,4008,4467,3006,3756,3340,3454,3038,4083,3236
Scamp2,2341,1636,1280,1494,1666,1851,1947,2554,2087,2086,2118,2169,1462,2213,1736
Ulk3,2826,1127,938,1128,1327,1417,1144,1324,962,1181,1113,1199,1020,1622,1301
Cplx3,2832,660,867,954,950,990,879,1180,743,1343,809,936,841,1349,922
Lman1l,1685,11,11,19,19,6,9,52,16,5,23,11,10,33,15
Csk,2748,2602,1671,2264,2659,2230,2586,3998,2991,2865,3129,3021,2129,3293,2453
Cyp1a2,1892,3,0,0,6,25,20,4,4,2,0,2,0,4,0
Cyp1a1,2619,10,11,7,14,4,11,22,6,14,16,14,2,6,12
Edc3,5804,3627,2738,3378,3874,3846,3580,4393,3205,3391,3295,3301,3111,4048,3227
Clk3,2494,3441,2578,3213,3829,3552,3525,4117,3163,3291,3479,3578,3116,4089,3274
Gm17231,1106,45,53,81,52,117,38,59,82,102,71,80,42,104,87
Arid3b,7976,470,361,531,458,701,425,512,423,534,525,555,393,629,602
Ubl7,1364,3727,3170,4010,4598,4297,4297,4874,3596,4352,3865,4002,3641,5092,3785
Sema7a,3296,10249,9066,10252,11206,10436,10449,12388,8790,9696,10160,9702,9064,12531,9886
Gm17322,2169,240,262,190,426,208,168,239,176,251,206,162,191,268,172
Cyp11a1,4804,104,149,112,244,122,104,123,92,110,103,108,90,145,110
Ccdc33,5342,73,99,46,85,81,149,84,57,74,66,86,36,83,90
Gm16130,2799,12,39,14,30,22,49,23,18,23,11,25,4,17,25
Stra6,5829,764,435,689,536,703,632,698,708,730,738,876,611,1180,734
Gm16131,659,5,0,0,4,2,2,0,2,0,0,0,0,2,6
Islr,2354,1313,1178,976,1032,1405,1400,2129,1753,1781,1230,1780,930,1834,1257
Islr2,4933,4074,3552,5609,6038,6582,5495,5369,4232,6211,4749,4750,4138,6291,4739
1600029O15Rik,1809,73,69,86,110,91,122,111,69,159,125,99,55,144,90
Pml,5571,954,845,878,1050,1325,1224,1442,1037,1179,1140,959,849,1426,1036
Mir6385,105,5,8,4,7,3,0,3,3,10,2,7,2,10,12
Stoml1,1987,4751,3878,4619,5694,3942,4797,5831,4240,4493,4686,4847,4242,5625,3999
Loxl1,3338,272,223,256,307,269,257,376,288,283,326,312,209,339,227
Tbc1d21,1097,3,0,0,2,0,0,3,4,0,3,0,0,2,2
1700072B07Rik,445,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4930461G14Rik,780,13,10,5,3,7,2,2,8,4,6,0,2,2,8
6030419C18Rik,2139,10370,8462,11090,12370,10740,9357,11213,8701,10745,10344,10277,9394,12111,8732
Cd276,3297,626,632,625,760,799,683,796,633,824,652,683,610,717,626
RP24-78F21.3,1031,74,94,86,101,144,129,116,77,102,80,83,88,82,115
Nptn,6168,36753,31466,35090,43164,43802,39859,45159,30861,37466,36462,36927,34644,46153,34220
Rec114,1277,169,117,130,155,170,149,177,174,142,160,137,112,150,135
Gm20620,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hcn4,3798,638,528,604,1127,361,651,744,563,678,641,822,836,1026,707
Neo1,7387,11640,7787,10302,12075,11203,12115,15160,11163,12612,12791,12365,10665,14884,11152
Gm7589,534,12,14,15,7,5,4,12,11,13,10,8,24,9,4
Adpgk,2470,1284,958,1237,1517,1053,1351,1575,1242,1301,1269,1403,1166,1701,1201
Bbs4,2542,4725,3492,3994,5268,4571,4838,5786,4087,4468,4418,4479,4035,5505,3957
Arih1,7707,8959,7235,8170,10239,9801,9453,11123,7812,9457,9404,9020,8302,11940,9121
Rps11-ps1,475,291,260,296,355,378,356,498,364,384,361,427,328,359,281
Tmem202,1255,161,143,134,167,111,128,216,174,135,155,148,142,151,148
Hexa,1865,3883,2899,3380,4272,5829,6536,8057,7596,8347,8047,8318,5491,7297,5337
Celf6,3621,2048,1745,2084,2912,2037,2295,2931,1985,2310,2234,2465,2337,2666,2193
Parp6,2714,6390,5501,6779,7825,8451,7436,8152,5846,7552,6654,6539,5964,8843,6444
Pkm,2599,134454,96959,116110,136282,117970,132018,161037,112117,130923,119635,122102,114951,151296,109094
Gramd2,6138,541,541,615,794,979,712,781,599,827,740,669,592,951,608
Senp8,3792,754,514,623,770,710,667,896,701,703,742,697,563,927,637
Myo9a,13034,11989,9488,10493,13078,13625,12298,14488,10725,13252,12324,12330,10730,16028,12742
Gm7613,487,5,9,4,0,6,2,0,10,7,4,3,0,9,7
Gm2735,277,4,0,3,1,3,0,0,2,3,4,0,3,4,3
Nr2e3,3369,4,2,2,6,4,8,2,6,2,0,2,2,3,2
Gm7616,624,0,0,2,0,0,0,0,0,0,0,0,2,0,0
Gm15507,1246,0,0,2,0,0,0,0,0,0,2,1,0,2,0
Thsd4,13986,1757,1667,1948,2283,980,1684,2000,1894,2265,1926,1843,1356,2351,2099
Gm23668,111,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Gm22099,123,0,0,0,2,0,0,0,0,4,0,0,0,0,0
Lrrc49,6310,7837,5106,6093,6649,7048,6533,8717,5929,5807,6170,6589,6179,7814,5450
B930082K07Rik,2478,335,258,264,361,388,343,399,310,349,256,303,309,351,273
Larp6,2440,3292,2590,2944,3727,2966,3266,4316,3030,3272,3391,3319,2965,3892,2737
1700036A12Rik,1828,9,6,4,3,5,6,11,5,1,7,13,2,6,9
Uaca,4428,914,669,642,738,777,978,1711,909,845,963,1076,716,1277,948
Gm9869,375,10,4,11,4,12,7,16,17,10,6,11,12,12,11
Gm10655,1397,2,2,5,2,0,0,0,0,0,0,4,2,2,4
Tle3,11653,3375,2563,3387,3894,3351,3510,4734,3515,4250,3850,3824,2989,4693,3638
Rplp1,495,34519,24755,26290,26086,31205,30750,34380,29010,25582,25505,28529,26054,27922,19839
Kif23,3423,32,29,41,58,111,65,78,53,72,102,71,47,82,67
Paqr5,3954,198,238,255,252,350,499,444,237,464,271,258,230,388,417
Gm23221,93,0,2,0,0,0,1,0,0,0,0,2,1,0,1
Glce,6828,2982,2463,2978,3395,4561,3470,3970,2795,3728,3269,3076,3051,4094,3171
Mir5133,77,63,39,51,50,76,60,78,51,58,56,56,73,92,68
Gm25603,105,3,0,0,1,2,3,5,3,3,0,1,0,6,3
Spesp1,3013,8,7,4,2,6,0,5,2,2,2,0,0,0,0
Anp32a,3166,12410,8889,10150,11893,11332,11949,13913,9696,12088,10837,11090,10025,13387,8860
Coro2b,5919,11235,8974,11205,14800,12491,12076,13773,10078,12587,12024,11442,9856,14897,11099
n-R5s84,109,6,1,4,4,8,1,6,3,7,0,4,2,3,4
Itga11,5131,194,197,187,268,278,234,286,177,186,215,212,149,229,189
Fem1b,6488,14188,11596,13513,16559,14304,14881,18013,12278,15202,14723,14394,12892,18099,13863
Gm26609,852,9,8,7,8,10,10,10,8,4,10,8,3,12,5
Cln6,2434,850,696,765,1012,711,878,1265,944,971,913,975,855,1109,737
Gm10653,1347,154,125,126,166,100,126,145,143,183,154,152,153,183,121
